sentences,business_id,review_id,sentence_id,sentiment
they have incredible tasty gluten free bread for their bruschetta.,svFq2-4Yv5bIXtB2EK24Ow,b8xfiaBCPgdfebNXi5octw,1,
i am allergic to several nuts.,svFq2-4Yv5bIXtB2EK24Ow,XvBKbrNai4gLJnbYInEwrA,25,
clearly a nut besides cashew was substituted in my salad; this just became my saturday night: dealing with heading off a food allergy before i ended up in the hospital.,svFq2-4Yv5bIXtB2EK24Ow,XvBKbrNai4gLJnbYInEwrA,28,
"as someone with food allergies, i scan a menu back and forth to make sure to take the responsibility of not ordering anything remotely near what can make me sick.",svFq2-4Yv5bIXtB2EK24Ow,XvBKbrNai4gLJnbYInEwrA,31,
i am gluten free and love the gf bruschetta.,svFq2-4Yv5bIXtB2EK24Ow,vbP1qWUWih9D5o-k8LmpJg,2,
i was so impressed that the servers inquired if it was a life choice or an allergy.,svFq2-4Yv5bIXtB2EK24Ow,vbP1qWUWih9D5o-k8LmpJg,3,
"when told it was an allergy, they took extra care to prepare it in a different area of the kitchen, serve it on a different plate, and ensure that it was safe to eat.",svFq2-4Yv5bIXtB2EK24Ow,vbP1qWUWih9D5o-k8LmpJg,4,
they'll work with you if you're vegan/vegetarian and gluten free,NBtUS6ihgRMbrk0s8g3RUw,re-hb0iW2ROxkTKtYe3hew,4,
"unfortunately, i had recently developed an allergy to eggs, and had i known eggs were to be included i wouldn't have ordered that particular dish.",NBtUS6ihgRMbrk0s8g3RUw,xrhOuudJJ7UUy0s-bnKKLA,3,
"i ordered a gluten free pie, the girl asked me if i was celiac, i said yes and she proceeded to clean all the surfaces, change her gloves and prepare my pie.",hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,1,
she notified the baker that the next pizza was celiac and both of them insured me that the oven would be wiped down as well... i ordered a margherita base with pepperoni and mushrooms.,hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,2,
"i asked for the gluten free crust, i instantly knew that it wasn't going to be the same.",hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,5,
"the first guy nodded at my request and started preparing my crust, not once asking if i was celiac at this point even at the risk of intestinal distress i wanted to see how far they'd go before any consideration was taken with the possibility of cross contamination.",hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,6,
despite cross-contamination i still ate it (i was starving) with the aid of gluten cutter and still not an optimum solution.,hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,13,
"i could have mentioned i was celiac on my own, but i was blown away by the complete disregard for potentially debilitating food allergies i couldn't bring myself to do it like looking away from a train wreck.",hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,14,
"thanks 800 degrees for assuming that everyone ordering a gluten free pizza is doing it because it's the latest fad, rather than something medically necessary.",hgQOESYp7CF4LnNI90XEiw,BN-fZBUthAcu6DdC0LcxEA,15,
"this was the first place, outside my kitchen, where i didn't think i was going to die because my intestines were getting ripped apart from gluten.",hgQOESYp7CF4LnNI90XEiw,iBHmJZY3ziqll5n07MqjaQ,3,
"champorado has cocoa in it, but i'm allergic to chocolate.",SYGbbZlLk81_bOlBptbS7A,hT3mOQKPnvzni0tlw8oXDg,33,
they went above and beyond for our son's food allergies.,gRMYm-CeEdjXtaQcVo8vsw,LaJ5WCROTwfZC7M9yu0WQQ,1,
"if you are gluten free, beware!",vU8-ATy2-MASm-bQXdhRaw,Tler-Nx9xho_2l0_rb3ynw,0,
do not be fooled by the gluten free menu.,vU8-ATy2-MASm-bQXdhRaw,Tler-Nx9xho_2l0_rb3ynw,1,
"there have been a number of gluten free diners who have gotten ill after eating here, and at least two (that i know of) who believe they have been served gluten after ordering gluten free.",vU8-ATy2-MASm-bQXdhRaw,Tler-Nx9xho_2l0_rb3ynw,2,
"if a restaurant is going to offer a gluten free menu, then they need to ensure that their staff is trained.",vU8-ATy2-MASm-bQXdhRaw,Tler-Nx9xho_2l0_rb3ynw,3,
"and most importantly for this celiac, pei wei offers a number of gluten-free menu options.",vU8-ATy2-MASm-bQXdhRaw,T9csZb0rnagAu5zbl5s9_Q,5,
"i was in search for a gluten free cake and a vendor who would be able to deliver my cake to pahrump, nv.",mnqJVQhLcPHtpVx_6kbJuw,uy3UWSU0zOQINdqvU6hVlg,0,
"we did a 6"" gluten free round cake for me and my husband, and then cupcakes with the following flavors: lemon with lemon cream cheese frosting; red velvet with cream cheese frosting; and white with raspberry bovarian cream.",mnqJVQhLcPHtpVx_6kbJuw,uy3UWSU0zOQINdqvU6hVlg,7,
additional disclaimer: our price will go up now that we've clarified with our reception coordinator that we can order our wedding cupcakes (dietary restrictions/allergies) from an outside vendor.,mnqJVQhLcPHtpVx_6kbJuw,yeQLQdrhpzAyd5LuB6tgvw,14,
they also offer celiac-friendly gluten free sushi!,grlL6zmHBOer9rPycsRhBA,4cwbY-afBlZ_9nJg135iSw,2,
"they have gluten free tamari soy sauce as well, and their house drinks are scrumptious!",grlL6zmHBOer9rPycsRhBA,4cwbY-afBlZ_9nJg135iSw,3,
the sushi chefs worked with my boyfriends food allergies.,grlL6zmHBOer9rPycsRhBA,sv5RMb3PDVFUo0vY8D5Ocw,2,
they even do a gluten-free chocolate torte.,qBZuI7didMgfaGu5H0J7jw,IlnSADSjtzs47BJ7fgfMYA,3,
my nephew is allergic to dairy and they bent over backwards to make sure he was safe and we all were well fed.,5nWfU-qheLL-JzwYgHe_cQ,qDlgv-GmK7ZZtUeriBKm-g,2,
"it's big, service is great, the drink and tap selection is huge, they have gluten free beer for celiacs like me, and the tacos are great!",VH2BjFjc9usDquDgoHhptA,N7Jy1iNR0zG3PvVFHjc8fg,1,
"i'm celiac and gluten destroys my insides, literally, andi questioned why the cheese was not listed as gluten free.",VH2BjFjc9usDquDgoHhptA,N7Jy1iNR0zG3PvVFHjc8fg,6,
"although, the smoked cheddar might not be gluten free and that's understandable.",VH2BjFjc9usDquDgoHhptA,N7Jy1iNR0zG3PvVFHjc8fg,9,
they also have a gluten free crust option (+$1) and it was really good.,YxwxKqemcKwV4vIQXhVv_w,DTGndUNpnpnwdAZoRM_wfQ,5,
i wonder if the staff ever get tired of talking to all the vegans and gluten-free people...,YxwxKqemcKwV4vIQXhVv_w,AABpNCFUoKa20y9Xg3bcnw,1,
"the crust can be white, wheat or gluten free.",YxwxKqemcKwV4vIQXhVv_w,nCmZXpjSWMv8iQdXueXHBA,5,
i like how you can very easily make your own pizza and the people who work there now know me and my order (and my allergies).,YxwxKqemcKwV4vIQXhVv_w,8sGKO890dFNEedtt3WP9XQ,3,
i like that they have whole wheat and gluten free dough options here.,YxwxKqemcKwV4vIQXhVv_w,p4XKNkpxIFLopzmmzq45Ug,10,
"go hog wild and make a super meat pizza, or as spicy a hell pizza, or even as gluten free and vegan as you can make it pizza.",YxwxKqemcKwV4vIQXhVv_w,lUgsfcB6DrynNXnLzWvwGA,4,
it's easy to dine gluten free or with other dietary restrictions.,YxwxKqemcKwV4vIQXhVv_w,2G2Jbu-lDZbvUgZGFI4X3Q,10,
"my favorite part is that the gf upcharge is modest (just $1) and when you ask for a gluten free crust, the employee helping you will ask ""is this an allergy or a preference?""",YxwxKqemcKwV4vIQXhVv_w,2G2Jbu-lDZbvUgZGFI4X3Q,12,
"if you, like me, have celiac disease, each person down the line will change their gloves and use designated utensils.",YxwxKqemcKwV4vIQXhVv_w,2G2Jbu-lDZbvUgZGFI4X3Q,13,
good thing i am not allergic to those vegetables as they should disclosed this on there discription in there menu.,fknU3sWplCBn26b6HwJ1kQ,0szqgMPb-7ZUTUV24sa2Pw,5,
alissa new our order after just one visit and since my daughter and i have to eat gluten free this is very comforting.,YD0hmHv_DaREDENhTb2Pnw,Kbl08U8b_go7gxO-OHKUiA,6,
they did do one good thing they did wash their hands and change their gloves and use clean utensils when i said my next order had to be gluten free and she said her food was okay.,mYBM11YwgftyQJxYGkKnYQ,EUv-MAE9sS69-KBQ0SGUJA,11,
liam took special care to avoid my onion allergy.,bo3SQVtErnMOqO6lkxWdkw,XC0zYFQOxZ7H_ghDnWpB7Q,2,
the chef & cooking staff will accommodate any food allergies & will prepare you the best gosh darn fantastic meal.,zra20XPGVL9P3i5hMoKjig,XfNN71rMZPrl6lfNQuJ2Ig,4,
"we live a good half hour drive from this place, but we go here so that my husband can get his fix, as we do gluten free 99% of the time, which means no pizza.",iX2c4IzH_L5F6FM5GD3SUQ,L_QfqIBvUFsV3YQauq7Pjg,1,
i have a msg allergy and can usually tolerate it at restaurants.,mkQ31BFYV8ri7znJpHd7Ww,64-2WdGQgn5mKaNxdg__bg,0,
"i have a severe nut allergy, and when i asked if they were nut free, i was told that they fry peanuts on their grills.",mkQ31BFYV8ri7znJpHd7Ww,OVllPaHnUsXOyDIPnf77dg,0,
"if you have a nut allergy, do not eat here!!!!",mkQ31BFYV8ri7znJpHd7Ww,OVllPaHnUsXOyDIPnf77dg,1,
"i had pretty much been ignoring this place since it opened because i can't eat gluten, so i was assuming that sandwiches=glutenous bread.",nzUA0vgcta7OPwpWPbe7Ug,CqyeVIMk87GrcbBBPPce2A,0,
"but he checked out the menu online and they had some gluten free options, so we decided to check it out.",nzUA0vgcta7OPwpWPbe7Ug,CqyeVIMk87GrcbBBPPce2A,3,
they have a lot of gluten free options delivery and pickup.,nzUA0vgcta7OPwpWPbe7Ug,PN05UoM8xZE0J9zzPT2EFQ,3,
"on a side note, one of my coworkers is gluten intolerant and found out that all of their stuff can be made gluten-free.",nzUA0vgcta7OPwpWPbe7Ug,KhhP7VsgHfDpPoWKFA3vXQ,8,
"the gluten free fried chicken is a great idea for celiacs but they burned it, also the basic salad i ordered was blend and boring not up to the standard of an expensive bar on notre-dame ouest.",w_D_T_N1PHIrB3eX7x_kVg,G5hK0a9DgbzwuKpjVJLiOQ,1,
i have come here with my wife a couple of times and my experience has been nothing but great.... they always accommodate my peanut allergy... they can be busy but overall great place and good times,hUUc0oOabym0V6nIB-oQhw,W2hcD_E-05_4RTwS1Mgo1Q,0,
surprising number of gluten free sandwich choices.,_oucYTswnckrgRuCzW3oVw,su2-oP8GpYQB2YfSoNqcKg,0,
that makes it difficult with allergy issues.,Dx4R3jlNBZly6VLTTYjLMQ,YTOcqesTvXS81P4MYKjpbg,4,
seafood and fish right next to regular food could cause someone to go into allergic shock.,k-dDZvTeLysoJvjHI-qr9g,ZRwbZ8D6kwQmF3rBquS3cQ,4,
one of our guests is allergic to soy and they were more than accommodating.,PuB-oSX_fMh0822kChScrA,_3_KoFztkeO350YEPkL4ng,3,
i am still waiting for starbucks to incorporate additional organic and gluten-free (gf) menu items.,9F7NTHmXRSY89IjeQ4-8Zg,NxwAUCt0PIEPSMmsMpWElQ,4,
"offer organic sunflower seed butter, organic fruit, gluten-free baked goods and breads.",9F7NTHmXRSY89IjeQ4-8Zg,NxwAUCt0PIEPSMmsMpWElQ,7,
false advertisement for gluten free!!!!!!!,zJIv1GZogXv8j__XRyVi6A,PihHbxXPe2uaL6dSAfvddg,0,
after my family placed their order the server came back and said i should not eat what i ordered if i had an allergy.,zJIv1GZogXv8j__XRyVi6A,PihHbxXPe2uaL6dSAfvddg,2,
"they have 3 items on their gluten sensitivity section, but all our cooked on same surfaces and come in contact with flour, per my server.",zJIv1GZogXv8j__XRyVi6A,PihHbxXPe2uaL6dSAfvddg,3,
"which means this is not a gluten free option, unless you eat gf as a lifestyle, don't eat here!!!!!!",zJIv1GZogXv8j__XRyVi6A,PihHbxXPe2uaL6dSAfvddg,4,
only bad thing i have to say is i wanted a sangria but it had oranges in it and i'm allergic.,zJIv1GZogXv8j__XRyVi6A,OoKmyya6tMJR4ltjbRRbmA,5,
we were sat without 2 of our party and the waitress came over suffering from allergies and croaked out a greeting.,1MvR4NJQbHy0i7ME1IoYpw,zRlSi15dgpN_aJ-pU8MoJw,6,
"*this is based solely on my experience as a gluten free eater* i have tried the veggie ramen, and i have to say i was a bit disappointed.",Woqed5Fw95J6oEZxIHiBgg,-uxea10gach7Ki5_XGA59Q,0,
"morris has a great atmosphere and a good selection, but as a gluten free eater, it isn't the tastiest.",Woqed5Fw95J6oEZxIHiBgg,-uxea10gach7Ki5_XGA59Q,2,
"for those with peanut allergies (and don't expect it to be in japanese cuisine) beware: they use peanut butter in their vegetarian ramen option, and it is not mentioned anywhere in their description of it.",Woqed5Fw95J6oEZxIHiBgg,KCiDaRViBK2Izhq9Hb4VBA,0,
"in fact, nowhere on the menu is it mentioned, nor is there any notice about food allergies in general.",Woqed5Fw95J6oEZxIHiBgg,KCiDaRViBK2Izhq9Hb4VBA,1,
"even something as simple as ""notify your waiter of any food allergies"" would suffice.",Woqed5Fw95J6oEZxIHiBgg,KCiDaRViBK2Izhq9Hb4VBA,5,
"there is no choice of what you receive, but you can notify the waitress beforehand of allergies.",q9_gLvTNf11etVxbH7JY0Q,H279XiOAKF2xCxcdOxivjg,8,
they also ask about any food allergies at the beginning.,q9_gLvTNf11etVxbH7JY0Q,t8oCEc4qtsBAs1MeNG2tUQ,9,
"before beginning service, the chefs ask if you have any allergies or aversions.",q9_gLvTNf11etVxbH7JY0Q,3hzRs5-kaeZudMSXy0LQPw,12,
"i was thoroughly impressed by the care that goes into each piece of sushi from slicing the fish, to adding the lemon zest, to even accommodating requests (like less rice, or working around allergies).",q9_gLvTNf11etVxbH7JY0Q,2Uld7v2Ar8M6YRlFB_WMhg,3,
"we were not able to choose what we wanted for dinner, we only noted any food allergies we may have had and the chef prepared surprise spicy beef dishes.",PNTyiqS7R-0c1ofxOfDijQ,CeJJPlhMS4m-DOYaADOG1A,6,
"you'll discuss allergies, likes & dislikes and what's available in the kitchen.",PNTyiqS7R-0c1ofxOfDijQ,IGPiJhj2yADZ0MMdGX6x9g,7,
"a better way to go if you are picky, or have a specific allergies/diets is to make reservations for dinner and discuss all that with christopher prior to dining.",PNTyiqS7R-0c1ofxOfDijQ,IGPiJhj2yADZ0MMdGX6x9g,12,
when we made our reservations they asked for any food/dietary restrictions (i try to eat gluten free and my husband eats no meat) and they were accommodating without a doubt!,PNTyiqS7R-0c1ofxOfDijQ,DJ3RdLnkyLXI3AYOvNAqng,6,
"chicken, meat, seafood any allergies etc.",PNTyiqS7R-0c1ofxOfDijQ,YHYbZvHFo5GvLMHLquOhww,13,
loved the fact that you inform the chef of any food allergies or preferences in advance and you will get a unique menu of the day determined by the chef.,PNTyiqS7R-0c1ofxOfDijQ,b4o6VdPNnG2kNTLDZtf8sQ,1,
i had a shellfish allergy and my server as well as the owner ensured they understood my allergy despite not being fully fluent in english.,9UTpmQ4OhX5jNFUIu7dPPQ,p3-854ZMhSRBa9OAh3a6sw,1,
"unfortunately, i've since become a celiac, and can't have gluten.",BJW6rCMoWcn8fDFhbMVyEQ,e053DlxXBALpsLoMu_Pgfw,7,
"their gluten-free options are very limited, but i can't mark that against them as it's kinda hard to make chinese food without using flour.",BJW6rCMoWcn8fDFhbMVyEQ,e053DlxXBALpsLoMu_Pgfw,8,
"if you can eat gluten, this place is the chinese food lover's dream.",BJW6rCMoWcn8fDFhbMVyEQ,e053DlxXBALpsLoMu_Pgfw,9,
our waitress sarah did an excellent job and she remembered us and our food allergies.,BJW6rCMoWcn8fDFhbMVyEQ,u3NBW1sDTEI9z1aIj1TGpA,3,
"go here for lunch all the time, great place to eat if you're a vegan or gluten free.",eUuKXhloFVHdQsLdodcLbw,s_nVNnekkkEt8DyMsAcb3g,0,
"i was surprised she even remembered my allergy to peanuts because she brought me my favorite dipping sauce, miso dressing, without me asking for it.",1nF8Me63cpxIkFK8Ysx-DA,uISIMhq5g8r0K5DbdY6Eww,4,
with my girlfriend having a gluten allergy.,sVqV9lzvx98kWU39Fn4c6w,53KTqHNnPJv80Y1pDZ1Byw,4,
they are very accommodating when it comes to gluten allergy.,sVqV9lzvx98kWU39Fn4c6w,53KTqHNnPJv80Y1pDZ1Byw,5,
"i opted out of the beans because i'm allergic, and i upgraded the fries to onion rings, for an additional eighty cents. (",H199XZknFNHInBW7qap1-g,5d_eOPzd1QpdNG2OoVlRGg,22,
they have everything a dame could want gluten free nut allergy free vegan stuff and i can also get something to eat here : like the steak salad is very good!,gjCmXkMNVE0JSk8puUwv6g,oDZCnXpLZLJlVpqz_s-06Q,1,
i liked the salmon and tuna ceviche appetizer which came with gluten free tortilla chips.,gjCmXkMNVE0JSk8puUwv6g,XdI5P9n7BawzMCcrIUztoQ,11,
"no menu - the ""captain"" just starts bring you food after some basic questions about allergies.",n0bg7kf6HcpFchCtxJyc5A,uD6cagtOtcfwAoLJkaCtCQ,2,
being a vegetarian with a gluten allergy proved to be an unfortunate combo when dining with a group of coworkers in a family style only dining option.,n0bg7kf6HcpFchCtxJyc5A,BCBqmb8Gme2inBrEEoaWJA,4,
"the pho was only decent, but was msg free which was good for my roommate who has an allergy to it.",YAkGt01m776IpZ7KFdnQDw,lv6Vx8l3hNV0xhW2IaSM5Q,0,
they also have gluten-free muffins and cookies.,q0tMKr-hzS4UT0RArdZfzQ,7mCkHW-qrft-UNMYfidzJQ,5,
pepper pleads to the people don't give up on gluten or wheat unless you actually must.,OBXZQtAe1wSJSJ6uPkkUtg,Nv-2BohU1dF7WqRKmVJuIg,5,
loads of gluten-free and vegan items.,wqkTjW8IzIw5Y3z_jQDspw,B_zZgODQ9K9vg-PGYpgVIQ,12,
"gluten free, dairy free and vegan ""ice cream"".",Bh5VbI_9msk3GaD0kiKkmg,k7KgSa85EwRPeIMQOVRA6w,0,
but this place is the healthy alternative so i think it's a great choice if you are actually lactose intolerant and have celiac disease :),Bh5VbI_9msk3GaD0kiKkmg,k7KgSa85EwRPeIMQOVRA6w,10,
"more importantly, the cross contamination of the walnuts could have killed those allergic to tree nuts!",Q_ZqXNa5I753FOkA28R82Q,CxQ4sRe61vGDZOcd6MU_KA,2,
yes their is the allergy sign but the staff should make an effort to reduce the cross contamination.,Q_ZqXNa5I753FOkA28R82Q,CxQ4sRe61vGDZOcd6MU_KA,3,
the one is solely for their complete lack of regard for food allergies.,hr0vxeTzlHx6fTpSSmu2AA,MoXC3xluynbH2NRfmR3Szw,0,
my husband and i went to dinner last night and he informed our waitress that he is allergic to both tree nuts and peanuts.,hr0vxeTzlHx6fTpSSmu2AA,MoXC3xluynbH2NRfmR3Szw,1,
i would expect such a place would have understood and taken food allergies much more seriously.,hr0vxeTzlHx6fTpSSmu2AA,MoXC3xluynbH2NRfmR3Szw,12,
my lil' nashers couldn't handle that amount of gluten.,CqCWN9aBJf8YNJxyel7psg,AXOrWoCBa1g7eTpTVQyp2g,2,
"girlfriend ordered the gluten-free pizza, which she described as also being very tasty.",CqCWN9aBJf8YNJxyel7psg,KAFQDW272rcV_bjUAdNV2Q,4,
"when i realized i couldn't eat gluten, i was super excited to see that glass nickel offered a gluten-free crust option.",CqCWN9aBJf8YNJxyel7psg,4dxgRC62enx5wUuErb-N0Q,3,
"strike #1: the gluten-free crust only comes in 10"".",CqCWN9aBJf8YNJxyel7psg,4dxgRC62enx5wUuErb-N0Q,4,
"i completely understand the challenges and issues with a gluten-free crust--i'm an avid baker and a science geek--but given that they offer a cracker crust, i see no reason why a popular restaurant can't find a good flatbread recipe and use that.",CqCWN9aBJf8YNJxyel7psg,4dxgRC62enx5wUuErb-N0Q,12,
truly disappointing from a gluten-free standpoint.,CqCWN9aBJf8YNJxyel7psg,4dxgRC62enx5wUuErb-N0Q,14,
"because i'm allergic to crustaceans, i was not able to try the crab and lobster bisque.",EgrW38gqGcNH2tKdRd_XZQ,TWYaSsPn5BDhn0GVkOi3lA,1,
"being gluten intolerant, i come here to find substitution flours and always find awesome dupes cheaper than in regular groceries and health stores.",LrUUvfJNk4Hvl72iktOABQ,smKZXhvl30QecMDnjUYvww,2,
i think he was angling for a better tip; looking like he was going out of his way but not really providing my friend is celiac and the service really fell down for her.,5Qoq8cif3nMCQUN-urH8YA,t4IfLxNegeIwZXkBfxMp3A,12,
"she wanted to order a dessert off the ""low gluten"" menu and wanted to know what low gluten versus gluten free was.",5Qoq8cif3nMCQUN-urH8YA,t4IfLxNegeIwZXkBfxMp3A,13,
this is just after my celiac friend discussed her disease with the server.,5Qoq8cif3nMCQUN-urH8YA,t4IfLxNegeIwZXkBfxMp3A,19,
it was a three star meal really but due to their insensitivity to a serious gluten sensivity they lose one.,5Qoq8cif3nMCQUN-urH8YA,t4IfLxNegeIwZXkBfxMp3A,22,
"gluten-free review:  this place is known for their tacos, which is made with corn tortillas so they're gluten-free.",rl137V_5Hx0cJAV4beVdhA,VT6A8VrTF3k1NEb7nhTJoQ,0,
they are also accommodating of allergies.,rl137V_5Hx0cJAV4beVdhA,VT6A8VrTF3k1NEb7nhTJoQ,4,
the food is fresh and the chef is very helpful- my mother has an allergy to cilantro and it is never in our food when we ask.,MhGezUHeUM_0qMMPGLAlCg,hLEcr6mRWGdiDyOSqYV7xg,2,
hands down the best gluten-free pizza in scottsdale.,5ykOWYZ44sUvu9qxD8rPeg,SFCnPcc7jQe9kTfAg3yw-g,1,
my girlfriend has allergies and someone other than our waitress even came over to put her at ease about the food preparation.,8xCiibfgqy-8xpCWEaguqg,l75r9JFthTxXl-LKXEPsnQ,10,
"an impressive array of treats are on display, including vegan options (no gluten-free on this day, sadly).",x8WI_GkeGHGJCXggDm8flg,XeiSKSOk8s_3W_ec2rXJgQ,3,
"i'm allergic to dairy and can't have regular cake, so i always appreciate it when there's somewhere nearby with vegan desserts.",x8WI_GkeGHGJCXggDm8flg,Dh0RYFosWWai68-rKzlQVA,1,
ordered certain food because of allergies.. they brought out something nasty instead that was deep fried.. sent it back because it looked like it was freezer burned.,rdE9gg0WB7Z8kRytIMSapg,uTP-wEDODW57JITp0CyVQQ,1,
much appreciated with being allergic to dogs.,rdE9gg0WB7Z8kRytIMSapg,J4xDkZ_4Tn1_78oqBN5gaA,2,
"the food was wonderful, the staff was knowledgeable and helpful regarding obscure allergies, and they were child friendly.",rdE9gg0WB7Z8kRytIMSapg,jeYN7y1MOU2zHDr0CHifyQ,0,
the dust would set off an allergy attack in a healthy person!,DTzkUTH90xMMJ3CVhcUZwA,KCchtqa16oy3E9Qaz0mKRQ,2,
"however, the gluten free options are very limited for my youngest son and myself.",QnfAHUr5-HTiaA5-va3glQ,rOP81Koa3OkGGY5CZ3c1rA,1,
they have gluten free options which is wonderful for our dear friends and with my dairy allergies i know they have always been great about mixing things up for me!!,NN6HpdvQlGZUVjBwzhgUWQ,PRY-aJut8x9HtFuvs6kwzw,3,
we have been coming here since before i started having issues with gluten and dairy.,NN6HpdvQlGZUVjBwzhgUWQ,i-MoggSAhVlo6y_zW5FKyA,0,
"nevertheless, loved that the staff were sweet to take extra care to make sure that walnuts were not added to the rice cake shaved ice - our son has a peanut/pinenut allergy and thy took extra precautions for us with nuts in general.",_kbxNHWv2Z6o-TJZKWmzhg,MqDkNDALTa_XVdfiGm1yoA,16,
"there is sauce on the sushi that i believe has gluten, but you can order without it.",gA9hCYY7MYl9oZ3aym5dvw,oFshht3K_YxoP80TDa5q0g,3,
these gluten free muffins are a dream come true and they will even put grass fed butter on it malik and james worked as a team helping me and others i felt very welcomed and happy after they served me making me laugh as well they are knowledgeable about there products thanks again.,1iZJlc1b6FfRsWa3FHm4lw,BSney_rkE2TtxRSYjQTdBw,0,
"if your feeling sick or if you have allergies, they can also help with that.",1iZJlc1b6FfRsWa3FHm4lw,e11K-zf01LRFHu0uSbntwA,21,
the manager (renaldo) (i think) asked us if we would like to try their new gluten free pumpkin muffins but we both refused because we had just eaten breakfast so neither of us were very hungry .,1iZJlc1b6FfRsWa3FHm4lw,yY7qXhrfsQ_F8m6R2PY6iQ,6,
"i initially took one of his recommendations, but had to go back to my original plan when i saw that it had a fruit i may be allergic to in it.",1iZJlc1b6FfRsWa3FHm4lw,bK5KRQeEtxGGk3pIn9445A,4,
"for example, bee true to you is good for immunity boosting and allergy relief.",1iZJlc1b6FfRsWa3FHm4lw,bK5KRQeEtxGGk3pIn9445A,16,
"when i showed him the menu where it says avocado in the ingredients list then he said ""oh yeah i instruct my staff not to add avocado because of allergies and we have to be careful with allergies.",1iZJlc1b6FfRsWa3FHm4lw,iFUq6iCFKDUxRLE_yVWqig,7,
so which is it - doesn't contain avocado (1st response) or i have to ask for it because you don't think your customers can manage their own allergies (2nd response).,1iZJlc1b6FfRsWa3FHm4lw,iFUq6iCFKDUxRLE_yVWqig,9,
"so now i'm really confused, if the ingredients say avocado then clearly someone who is allergic will say no avocado.",1iZJlc1b6FfRsWa3FHm4lw,iFUq6iCFKDUxRLE_yVWqig,10,
my allergies had been acting up since i landed in vegas so i was excited to have something with local honey.,1iZJlc1b6FfRsWa3FHm4lw,OmLIYMKQVxabAPn9mtuxHw,1,
unfortunately i'm allergic to pineapples so when the person in front of me ordered it i realized they do not change gloves between toppings which means i can still become sick.,CtZ3HujCLTChyoad_L-nHA,K2jh4Pzx_G03nTV8i5ZjQQ,2,
"they have a lot of ingredients you can pick from, unfortunately since they don't change gloves or use spoons/tongs i couldn't share with my bf and he couldn't eat anything due to his allergy.",CtZ3HujCLTChyoad_L-nHA,JIcRgdU-KXbnsAnSUwUO0w,3,
i love that you can choose what you want on your pizza and the pesto drizzle and gluten free crust is so good!!,CtZ3HujCLTChyoad_L-nHA,JbhNl9Re-mVXABL2rsLaXQ,2,
my family has a gluten allergy and the staff is always super careful when preparing our food,CtZ3HujCLTChyoad_L-nHA,r8c0oPpBdBux8YjOxraLXg,2,
"fresh, organic ingredients with gluten free option, build-your-own pizza.",CtZ3HujCLTChyoad_L-nHA,zE0jJcK-6qeGx23uhANTiA,1,
"they do have vegan cheese, gluten free dough, and vegan sausage.",CtZ3HujCLTChyoad_L-nHA,epvca9EN-SjbaIOc8vSLrw,4,
"they offer three crusts, thin, double crust, or gluten free.",CtZ3HujCLTChyoad_L-nHA,daxhucehimRXpFPQtGgeEA,2,
i saw some vegan and gluten free options.,CtZ3HujCLTChyoad_L-nHA,M77_UWxkppUb_X1pLDkkgw,3,
"they have regular dough, which comes in a very thin crust or double dough (which is still thin after its cooked), and gluten free dough that comes in one size.",CtZ3HujCLTChyoad_L-nHA,vxwlFzMHtWv-bbKEQNmFsg,1,
"gluten free options, beef pepperoni, unlimited toppings, 6 buck tuesdays, garlic cloves or minced.",CtZ3HujCLTChyoad_L-nHA,ykX3Qs808vvTjA3tGAdCFA,1,
they do a great job with protecting your food if you have a gluten allergy.,CtZ3HujCLTChyoad_L-nHA,SKplKOkPyjZVBNV894s0yw,1,
"- the sauce is lagging in flavor  - the ingredients tasted like they belonged in a kids lunchable   all in all i'll give them a second chance, i really want to like this place as they have dairy free options for my dairy allergic (not lactose intolerant) partner, this is somewhere we can actually have pizza together but the line needs to be kept cleaner and the employees need to use basic common food safety skills.",CtZ3HujCLTChyoad_L-nHA,Bi-L2CLZiIf20neSSTqygw,5,
"the food i had regular dough (they do offer gluten free and double dough something they call it), tomato sauce, spicy pepperoni, sweet fennel sausage, jalapeño, and basil.",CtZ3HujCLTChyoad_L-nHA,gZRxwSD7XS--IvNo7ug3pA,19,
i was especially happy that they have vegan cheese since i have an allergy to dairy.,CtZ3HujCLTChyoad_L-nHA,YLithbPS-BBKoLVtE4JQ1g,3,
they also have gluten free dough as well.,CtZ3HujCLTChyoad_L-nHA,IuQFNSPMJPvAxANIk6tHnw,3,
"brandon took my order and was super nice, we chatted a bit about pittsburgh and banana allergies.",sXQ1EhIRcXWzB9zVxNRmfw,7KZ38ltP5PWc4fTFmydCUg,0,
"they also provide a line card to detail what is vegan, gluten free, and vegetarian.",VUb97h3RTg6InKdfgB49Bw,R5XgO2HUCcy1xISaP9yFNA,2,
